Daily Summary
Month/Year: 03/2015
Station Location: LA GUARDIA AIRPORT (14732)
Lat: 40.779
Lon: -73.880
Elev: 11 ft. above sea level
WBAN,YearMonthDay,Tmax,TmaxFlag,Tmin,TminFlag,Tavg,TavgFlag,Depart,DepartFlag,DewPoint,DewPointFlag,WetBulb,WetBulbFlag,Heat,HeatFlag,Cool,CoolFlag,Sunrise,SunriseFlag,Sunset,SunsetFlag,CodeSum,CodeSumFlag,Depth,DepthFlag,Water1,Water1Flag,SnowFall,SnowFallFlag,PrecipTotal,PrecipTotalFlag,StnPressure,StnPressureFlag,SeaLevel,SeaLevelFlag,ResultSpeed,ResultSpeedFlag,ResultDir,ResultDirFlag,AvgSpeed,AvgSpeedFlag,Max5Speed,Max5SpeedFlag,Max5Dir,Max5DirFlag,Max2Speed,Max2SpeedFlag,Max2Dir,Max2DirFlag
14732,20150619,85, ,67, ,76, , 3, ,63, ,68, ,0, ,11, ,0424, ,1929, , , ,0, ,M, ,0.0, ,  T, ,29.86, ,29.91, , 2.5, ,36, ,6.4, ,22, ,050, ,15, ,060, 
14732,20150620,73, ,64, ,69, ,-4, ,59, ,62, ,0, , 4, ,0424, ,1930, ,RA DZ BR, ,0, ,M, ,0.0, ,  T, ,29.99, ,30.02, , 10.0, ,05, ,10.0, ,18, ,050, ,16, ,050, 
14732,20150621,90, ,69, ,80, , 7, ,67, ,71, ,0, ,15, ,0424, ,1930, ,RA BR, ,0, ,M, ,0.0, ,0.54, ,29.71, ,29.74, , 6.7, ,28, ,11.1, ,41, ,320, ,31, ,280, 
14732,20150622,89, ,72, ,81, , 8, ,60, ,68, ,0, ,16, ,0425, ,1930, , , ,0, ,M, ,0.0, ,0.00, ,29.88, ,29.93, , 9.4, ,29, ,11.1, ,25, ,310, ,22, ,310, 
14732,20150623,92, ,76, ,84, ,10, ,68, ,73, ,0, ,19, ,0425, ,1930, , , ,0, ,M, ,0.0, ,0.07, ,29.80, ,29.83, ,11.2, ,23, ,13.3, ,49, ,240, ,35, ,230, 
14732,20150624,83, ,69, ,76, , 2, ,54, ,63, ,0, ,11, ,0425, ,1931, , , ,0, ,M, ,0.0, ,0.00, ,29.93, ,29.97, ,10.7, ,32, ,10.9, ,24, ,330, ,20, ,320, 
14732,20150625,85, ,69, ,77, , 3, ,52, ,62, ,0, ,12, ,0425, ,1931, ,RA, ,0, ,M, ,0.0, ,  T, ,29.98, ,30.01, , 3.7, ,23, ,6.6, ,22, ,190, ,17, ,170, 
14732,20150626,80, ,70, ,75, , 1, ,58, ,64, ,0, ,10, ,0426, ,1931, , , ,0, ,M, ,0.0, ,0.00, ,29.93, ,29.98, , 5.2, ,06, ,8.8, ,28, ,050, ,20, ,040, 
14732,20150627,74, ,60, ,67, ,-7, ,56, ,60, ,0, , 2, ,0426, ,1931, ,RA BR, ,0, ,M, ,0.0, ,1.06, ,30.03, ,30.03, ,11.0, ,08, ,12.3, ,30, ,090, ,25, ,060, 
14732,20150628,74, ,62, ,68, ,-7, ,60, ,63, ,0, , 3, ,0427, ,1931, ,RA BR, ,0, ,M, ,0.0, ,0.26, ,29.67, ,29.69, , 5.7, ,04, ,12.5, ,36, ,050, ,31, ,050, 
14732,20150629,78, ,64, ,71, ,-4, ,54, ,61, ,0, , 6, ,0427, ,1931, , , ,0, ,M, ,0.0, ,0.00, ,29.82, ,29.87, , 9.3, ,26, ,10.5, ,30, ,270, ,22, ,270, 
14732,20150630,82, ,67, ,75, , 0, ,60, ,66, ,0, ,10, ,0427, ,1931, , , ,0, ,M, ,0.0, ,  T, ,29.90, ,29.92, ,12.4, ,17, ,12.7, ,31, ,170, ,25, ,170,  
